custid,retained,Days between creation and first order,Days since last order,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city,train,created,firstorder,lastorder,,,, 
4RJM3C,0,54,110,6,50,16.66666667,45.6,0,0,0,0,Thursday,DCX,0,8/9/13,10/2/13,10/2/13,,,,
CF6G4M,0,42,96,6,83.33333333,16.66666667,116.23,0.027531957,1,0,0,Thursday,CHO,0,11/22/10,1/3/11,10/16/13,,,,
4L46FH,1,71,1,43,74.41860465,25.58139535,109.42,0.076086957,1,0,1,Monday,DCX,0,8/9/13,10/19/13,1/19/14,,,,
LLS575,1,9,155,41,14.63414634,4.87804878,33.18,0,1,0,0,Tuesday,DCX,0,8/9/13,8/18/13,8/18/13,,,,
ECNDDM,1,10,154,34,50,11.76470588,79.73,0,1,0,0,Tuesday,CHO,0,8/9/13,8/19/13,8/19/13,,,,
FZ8XKE,1,5,159,31,70.96774194,16.12903226,86.26,0,1,0,0,Monday,CHO,0,8/9/13,8/14/13,8/14/13,,,,
XLGZHJ,1,0,71,46,32.60869565,4.347826087,48.74,0.053763441,1,0,0,Monday,DCX,0,8/9/13,8/9/13,11/10/13,,,,
8MQYYW,1,11,22,48,0,0,50.17,0.030769231,1,1,0,Thursday,RIC,0,8/10/13,8/21/13,12/29/13,,,,
44MZ2R,1,1,162,42,0,0,58.03,0,1,0,0,Tuesday,CHO,0,8/10/13,8/11/13,8/11/13,,,,
LTAFCT,1,34,128,38,5.263157895,5.263157895,82.07,0,1,0,0,Thursday,RIC,0,8/11/13,9/14/13,9/14/13,,,,
SQLDW7,1,39,123,38,13.15789474,5.263157895,80.7,0,1,0,0,Monday,RIC,0,8/11/13,9/19/13,9/19/13,,,,
JQQU52,1,17,145,40,15,0,40.86,0,1,0,0,Saturday,BWI,0,8/11/13,8/28/13,8/28/13,,,,
3UN6KN,1,0,134,33,66.66666667,12.12121212,93.77,0.071428571,1,0,0,Monday,CHO,0,8/11/13,8/11/13,9/8/13,,,,
GR3WX5,1,34,128,31,38.70967742,16.12903226,93.07,0,1,0,0,Monday,RIC,0,8/11/13,9/14/13,9/14/13,,,,
DGSJ7S,1,0,161,42,0,0,51.84,0,1,0,0,Tuesday,RIC,0,8/12/13,8/12/13,8/12/13,,,,
3969R5,1,138,1,49,95.91836735,14.28571429,48.83,0.039099526,0,1,0,Monday,RIC,0,5/13/11,9/28/11,1/19/14,,,,
6GC2NC,0,0,161,1,0,0,59.65,0,1,0,0,Tuesday,CHO,0,8/12/13,8/12/13,8/12/13,,,,
MY94FM,1,1,160,44,11.36363636,2.272727273,80.18,0,1,0,0,Wednesday,DCX,0,8/12/13,8/13/13,8/13/13,,,,
4552L3,1,14,131,41,4.87804878,2.43902439,77.15,0.125,1,0,0,Tuesday,RIC,0,8/12/13,8/26/13,9/11/13,,,,
84C7ZG,1,34,127,38,2.631578947,2.631578947,31,0,1,0,0,Tuesday,DCX,0,8/12/13,9/15/13,9/15/13,,,,
UBTAHR,1,0,119,42,2.380952381,0,109.54,0.047619048,1,0,0,Tuesday,CHO,0,8/12/13,8/12/13,9/23/13,,,,
2TAQYY,1,1,160,40,7.5,5,55.94,0,1,0,0,Friday,RIC,0,8/12/13,8/13/13,8/13/13,,,,
NSVE5D,1,40,130,41,24.3902439,0,77.2,0.064516129,1,0,0,Friday,CHO,0,7/3/13,8/12/13,9/12/13,,,,
REKSV6,1,0,161,39,17.94871795,0,96.55,0,1,0,0,Friday,CHO,0,8/12/13,8/12/13,8/12/13,,,,
RPT2X7,0,0,160,0,0,0,51.47,0,1,0,0,Thursday,DCX,0,8/13/13,8/13/13,8/13/13,,,,
JCVANW,0,15,89,2,100,0,111.37,0.028169014,1,0,0,Thursday,CHO,0,7/29/13,8/13/13,10/23/13,,,,
WUJELN,1,12,148,42,4.761904762,2.380952381,79.18,0,1,0,0,Tuesday,DCX,0,8/13/13,8/25/13,8/25/13,,,,
9ZMZES,1,0,160,42,4.761904762,0,54.84,0,1,0,0,Friday,RIC,0,8/13/13,8/13/13,8/13/13,,,,
JAJFHE,1,15,42,14,42.85714286,14.28571429,119.73,0.157894737,0,0,0,Friday,RIC,0,6/25/13,7/10/13,12/9/13,,,,
JQC8XK,1,2,157,43,2.325581395,2.325581395,28.64,0,1,0,0,Tuesday,DCX,0,8/14/13,8/16/13,8/16/13,,,,
LBBWM6,0,17,142,3,100,33.33333333,30.12,0,1,0,0,Monday,DCX,0,8/14/13,8/31/13,8/31/13,,,,
FBC26L,1,0,112,47,12.76595745,2.127659574,41.01,0.085106383,1,0,0,Friday,DCX,0,8/14/13,8/14/13,9/30/13,,,,
CAVTUL,0,6,153,1,100,100,46.83,0,1,0,0,Thursday,DCX,0,8/14/13,8/20/13,8/20/13,,,,
ACX8HF,1,132,1573,41,0,0,17.88,0,0,0,0,Thursday,CHO,0,5/21/09,9/30/09,9/30/09,,,,
DLJQXA,1,10,148,39,2.564102564,0,50.32,0,1,0,0,Monday,RIC,0,8/15/13,8/25/13,8/25/13,,,,
GPWMBW,1,0,157,24,91.66666667,0,93.25,0,1,0,0,Monday,CHO,0,8/16/13,8/16/13,8/16/13,,,,
FH3UYX,0,30,126,2,50,50,49.74,0,1,0,0,Thursday,RIC,0,8/17/13,9/16/13,9/16/13,,,,
B4E9BY,1,2,34,39,82.05128205,20.51282051,160.56,0.05,1,0,0,Tuesday,DCX,0,8/17/13,8/19/13,12/17/13,,,,
SVCPH6,0,80,76,13,38.46153846,0,53.57,0,1,0,0,Tuesday,RIC,0,8/17/13,11/5/13,11/5/13,,,,
74GNB5,1,0,137,42,11.9047619,0,108.1,0.105263158,1,0,0,Friday,RIC,0,8/17/13,8/17/13,9/5/13,,,,
T4L3S7,1,57,70,29,89.65517241,31.03448276,50.88,0.071428571,1,0,0,Tuesday,BWI,0,8/18/13,10/14/13,11/11/13,,,,
PVZLKM,1,15,125,39,2.564102564,0,78.19,0.133333333,1,0,0,Tuesday,BWI,0,8/18/13,9/2/13,9/17/13,,,,
GEKKRW,1,0,1,59,27.11864407,13.55932203,171.98,0.12987013,1,1,0,Monday,CHO,0,8/18/13,8/18/13,1/19/14,,,,
BTTE6R,0,3,152,8,12.5,0,124.9,0,1,0,0,Thursday,BWI,0,8/18/13,8/21/13,8/21/13,,,,
W9G88S,1,7,116,41,19.51219512,2.43902439,50.86,0.125,1,0,0,Friday,RIC,0,8/18/13,8/25/13,9/26/13,,,,
BN2L4M,1,53,155,33,27.27272727,0,52.45,0,1,0,0,Tuesday,CHO,0,6/26/13,8/18/13,8/18/13,,,,
AGFU8L,1,51,58,29,79.31034483,0,50.96,0.032786885,1,0,0,Wednesday,RIC,0,8/3/13,9/23/13,11/23/13,,,,
WUBTZ8,1,22,111,36,30.55555556,0,11.77,0.19047619,1,0,0,Wednesday,RIC,0,8/19/13,9/10/13,10/1/13,,,,
KVQYUZ,1,14,140,18,61.11111111,5.555555556,22.06,0,1,0,0,Tuesday,DCX,0,8/19/13,9/2/13,9/2/13,,,,
C6D2F9,1,34,120,39,7.692307692,5.128205128,82.27,0,1,0,0,Tuesday,DCX,0,8/19/13,9/22/13,9/22/13,,,,
9UD2ZN,1,0,154,21,19.04761905,9.523809524,113.59,0,1,0,0,Tuesday,RIC,0,8/19/13,8/19/13,8/19/13,,,,
MKT7JQ,1,3,151,39,12.82051282,2.564102564,42.66,0,1,0,0,Friday,DCX,0,8/19/13,8/22/13,8/22/13,,,,
L9Q7YR,1,0,154,38,13.15789474,2.631578947,53.5,0,1,0,0,Tuesday,RIC,0,8/19/13,8/19/13,8/19/13,,,,
984YXY,1,2,92,42,26.19047619,7.142857143,21.91,0.050847458,1,0,0,Friday,RIC,0,8/20/13,8/22/13,10/20/13,,,,
FYH4QC,1,0,97,35,100,8.571428571,75.99,0.107142857,1,0,0,Wednesday,RIC,0,8/20/13,8/20/13,10/15/13,,,,
5ZH4FE,1,8,33,48,18.75,8.333333333,50.09,0.017857143,1,0,0,Monday,DCX,0,8/20/13,8/28/13,12/18/13,,,,
WEBB9R,1,0,13,40,65,12.5,94.22,0.021428571,1,0,0,Wednesday,DCX,0,8/20/13,8/20/13,1/7/14,,,,
5GK78C,0,40,113,3,66.66666667,33.33333333,144,0,1,0,0,Tuesday,RIC,0,8/20/13,9/29/13,9/29/13,,,,
4EVFAW,1,19,43,33,21.21212121,3.03030303,67.75,0.065934066,1,1,0,Monday,DCX,0,8/20/13,9/8/13,12/8/13,,,,
KRTH23,1,6,147,40,5,0,91.53,0,1,0,0,Friday,CHO,0,8/20/13,8/26/13,8/26/13,,,,
NJEZPF,0,5,42,13,15.38461538,15.38461538,83.81,0.072727273,1,0,0,Thursday,CHO,0,8/16/13,8/21/13,12/9/13,,,,
ZBSW42,0,12,140,3,66.66666667,33.33333333,52.78,0,1,0,0,Tuesday,DCX,0,8/21/13,9/2/13,9/2/13,,,,
65KJTB,0,0,127,7,28.57142857,0,69.41,0.12,1,0,0,Monday,RIC,0,8/21/13,8/21/13,9/15/13,,,,
MCL4P6,1,35,117,37,10.81081081,2.702702703,41.41,0,1,0,0,Wednesday,DCX,0,8/21/13,9/25/13,9/25/13,,,,
WGGTAC,1,14,152,41,0,0,50.97,0,1,0,0,Saturday,DCX,0,8/7/13,8/21/13,8/21/13,,,,
AFAVBV,1,20,76,37,2.702702703,0,69.13,0.035714286,1,0,0,Wednesday,RIC,0,8/21/13,9/10/13,11/5/13,,,,
LVQYY9,1,74,77,46,19.56521739,8.695652174,98.04,0,1,0,0,Friday,DCX,0,8/22/13,11/4/13,11/4/13,,,,
AYCNB8,1,23,110,34,35.29411765,17.64705882,54.17,0.146341463,1,0,0,Friday,RIC,0,7/30/13,8/22/13,10/2/13,,,,
SFEZMM,1,0,151,40,2.5,0,51.17,0,1,0,0,Saturday,DCX,0,8/22/13,8/22/13,8/22/13,,,,
5PE9ZU,1,7,42,44,34.09090909,0,57.62,0.078431373,1,0,0,Tuesday,DCX,0,8/22/13,8/29/13,12/9/13,,,,
C22YLA,1,0,150,42,0,0,143.5,0,1,0,0,Monday,CHO,0,8/23/13,8/23/13,8/23/13,,,,
VTSBD8,1,56,94,38,10.52631579,2.631578947,61.91,0,1,1,0,Monday,RIC,0,8/23/13,10/18/13,10/18/13,,,,
GWRT9W,1,35,116,32,68.75,6.25,80.17,0,1,0,0,Friday,CHO,0,8/22/13,9/26/13,9/26/13,,,,
YPA2AB,1,24,126,38,13.15789474,5.263157895,42.49,0,1,0,0,Tuesday,BWI,0,8/23/13,9/16/13,9/16/13,,,,
4TVNJC,1,4,146,34,50,2.941176471,29.49,0,1,0,0,Thursday,BWI,0,8/23/13,8/27/13,8/27/13,,,,
Q8DK88,1,16,134,40,10,2.5,79.03,0,1,0,0,Tuesday,BWI,0,8/23/13,9/8/13,9/8/13,,,,
C4BVD8,0,34,116,28,28.57142857,0,52.78,0,1,0,0,Tuesday,BWI,0,8/23/13,9/26/13,9/26/13,,,,
BRYJZN,1,13,137,39,5.128205128,2.564102564,78.84,0,1,0,0,Tuesday,BWI,0,8/23/13,9/5/13,9/5/13,,,,
MH4RJ2,1,30,119,39,7.692307692,2.564102564,94.57,0,1,0,0,Thursday,RIC,0,8/24/13,9/23/13,9/23/13,,,,
HLYG85,1,23,126,39,17.94871795,2.564102564,34.88,0,1,0,0,Friday,DCX,0,8/24/13,9/16/13,9/16/13,,,,
BUPAL4,1,0,39,41,53.65853659,14.63414634,49.75,0.090909091,1,0,0,Monday,CHO,0,8/24/13,8/24/13,12/12/13,,,,
W7TYV9,1,2,140,41,4.87804878,2.43902439,25.56,0.285714286,1,0,0,Tuesday,RIC,0,8/24/13,8/26/13,9/2/13,,,,
BV4PCY,1,35,114,31,45.16129032,3.225806452,103.1,0,1,0,0,Monday,CHO,0,8/24/13,9/28/13,9/28/13,,,,
62G2WE,1,29,120,39,2.564102564,2.564102564,19.28,0,1,0,0,Monday,DCX,0,8/24/13,9/22/13,9/22/13,,,,
9K23KL,1,29,120,27,70.37037037,0,35.8,0,1,0,0,Friday,DCX,0,8/24/13,9/22/13,9/22/13,,,,
WBACHW,1,40,134,40,22.5,12.5,49.72,0.2,1,0,0,Tuesday,DCX,0,7/15/13,8/24/13,9/8/13,,,,
SF2A6D,1,30,78,42,7.142857143,4.761904762,58.26,0.048780488,1,0,0,Friday,DCX,0,8/24/13,9/23/13,11/3/13,,,,
TRCD96,1,12,137,28,82.14285714,3.571428571,79.67,0,1,0,0,Friday,DCX,0,8/24/13,9/5/13,9/5/13,,,,
UDFNJ7,1,0,85,43,2.325581395,0,22.57,0.0625,1,0,0,Wednesday,RIC,0,8/24/13,8/24/13,10/27/13,,,,
8DENP5,1,11,21,39,64.1025641,5.128205128,63.04,0.031496063,1,0,0,Friday,RIC,0,8/14/13,8/25/13,12/30/13,,,,
59RHZQ,1,0,14,43,32.55813953,18.60465116,54.63,0.082352941,1,0,0,Tuesday,RIC,0,7/20/13,7/20/13,1/6/14,,,,
YAYSNZ,1,2,22,53,3.773584906,0,122.83,0.071428571,1,0,1,Monday,DCX,0,8/23/13,8/25/13,12/29/13,,,,
FRMF8W,0,1,146,7,28.57142857,14.28571429,45.7,0,1,0,0,Wednesday,RIC,0,8/26/13,8/27/13,8/27/13,,,,
QRX9VK,1,4,143,32,50,6.25,28.74,0,1,0,0,Monday,DCX,0,8/26/13,8/30/13,8/30/13,,,,
CBZMZW,1,27,64,40,15,2.5,62.21,0.071428571,1,0,0,Monday,DCX,0,8/26/13,9/22/13,11/17/13,,,,
F9ZT2X,1,3,135,34,41.17647059,2.941176471,70.14,0.222222222,1,0,0,Friday,RIC,0,8/26/13,8/29/13,9/7/13,,,,
B8GNUN,1,0,147,39,2.564102564,0,54.47,0,1,0,0,Tuesday,CHO,0,8/26/13,8/26/13,8/26/13,,,,
LZ328R,1,33,113,37,5.405405405,0,40.02,0,1,0,0,Friday,RIC,0,8/27/13,9/29/13,9/29/13,,,,
98T7W5,0,0,146,6,33.33333333,0,40.02,0,1,0,0,Monday,RIC,0,8/27/13,8/27/13,8/27/13,,,,
PF6JVX,0,0,146,2,0,0,40.02,0,1,0,0,Wednesday,RIC,0,8/27/13,8/27/13,8/27/13,,,,
A2A6Y5,1,0,146,49,0,0,40.02,0,1,0,0,Friday,RIC,0,8/27/13,8/27/13,8/27/13,,,,
935MNN,0,0,146,6,0,0,40.02,0,1,0,0,Monday,RIC,0,8/27/13,8/27/13,8/27/13,,,,
VHWHTG,1,0,146,48,50,0,40.02,0,1,0,0,Wednesday,RIC,0,8/27/13,8/27/13,8/27/13,,,,
ZQFBS4,1,0,146,50,4,0,40.02,0,1,0,0,Monday,RIC,0,8/27/13,8/27/13,8/27/13,,,,
SBZ3YK,1,55,77,45,13.33333333,8.888888889,176.22,0.142857143,1,0,0,Wednesday,DCX,0,8/27/13,10/21/13,11/4/13,,,,
XCMHPD,1,34,112,41,9.756097561,7.317073171,75,0,1,0,0,Saturday,BWI,0,8/27/13,9/30/13,9/30/13,,,,
2BZW2S,1,0,146,51,5.882352941,0,40.02,0,1,0,0,Wednesday,RIC,0,8/27/13,8/27/13,8/27/13,,,,
332M7V,1,3,143,33,12.12121212,0,45.26,0,1,0,0,Monday,RIC,0,8/27/13,8/30/13,8/30/13,,,,
HSS5JB,1,35,111,28,71.42857143,7.142857143,24.02,0,1,0,0,Saturday,DCX,0,8/27/13,10/1/13,10/1/13,,,,
7VSV9P,0,0,146,6,16.66666667,0,40.02,0,1,0,0,Wednesday,RIC,0,8/27/13,8/27/13,8/27/13,,,,
84TV4A,1,15,132,37,8.108108108,0,40.83,0,1,0,0,Thursday,DCX,0,8/26/13,9/10/13,9/10/13,,,,
8HE4K3,0,0,146,7,14.28571429,0,40.02,0,1,0,0,Friday,RIC,0,8/27/13,8/27/13,8/27/13,,,,
H6PUZH,1,27,119,30,36.66666667,6.666666667,28.44,0,1,0,0,Tuesday,DCX,0,8/27/13,9/23/13,9/23/13,,,,
7MTPST,1,28,118,38,7.894736842,5.263157895,83.27,0,0,0,0,Friday,DCX,0,8/27/13,9/24/13,9/24/13,,,,
LAVKYD,0,0,146,11,9.090909091,0,40.02,0,1,0,0,Thursday,RIC,0,8/27/13,8/27/13,8/27/13,,,,
VREWS4,1,19,127,32,46.875,18.75,53.78,0,1,0,0,Tuesday,DCX,0,8/27/13,9/15/13,9/15/13,,,,
T7FRXR,1,0,29,47,19.14893617,6.382978723,67.16,0.085470085,1,0,0,Tuesday,RIC,0,8/27/13,8/27/13,12/22/13,,,,
SSME4Y,0,32,114,5,60,40,113.1,0,1,0,0,Tuesday,DCX,0,8/27/13,9/28/13,9/28/13,,,,
XJNP45,1,0,145,39,7.692307692,0,40.02,0,1,0,0,Thursday,RIC,0,8/28/13,8/28/13,8/28/13,,,,
97UJ5M,0,0,145,6,66.66666667,33.33333333,40.02,0,1,0,0,Friday,RIC,0,8/28/13,8/28/13,8/28/13,,,,
G2T2SN,1,0,145,48,14.58333333,0,40.02,0,1,0,0,Wednesday,RIC,0,8/28/13,8/28/13,8/28/13,,,,
9QPUHR,0,0,68,6,100,66.66666667,49.79,0.077922078,1,0,0,Thursday,CHO,0,8/28/13,8/28/13,11/13/13,,,,
35PMUB,1,59,4,40,60,15,56.48,0.085106383,1,0,1,Friday,DCX,0,6/30/13,8/28/13,1/16/14,,,,
AGJCCQ,0,0,145,7,0,0,45.13,0,1,0,0,Friday,RIC,0,8/28/13,8/28/13,8/28/13,,,,
KA24HX,0,0,145,6,33.33333333,0,40,0,1,0,0,Tuesday,DCX,0,8/28/13,8/28/13,8/28/13,,,,
NJUCHW,0,0,145,7,42.85714286,14.28571429,40.02,0,1,0,0,Friday,RIC,0,8/28/13,8/28/13,8/28/13,,,,
KQ7DK2,1,1,145,41,29.26829268,12.19512195,40,0,1,0,0,Tuesday,DCX,0,8/27/13,8/28/13,8/28/13,,,,
JZL3ZR,0,0,145,38,18.42105263,0,50.79,0,1,0,0,Thursday,RIC,0,8/28/13,8/28/13,8/28/13,,,,
U9V4G2,0,18,100,8,12.5,12.5,33.74,0.074074074,1,0,0,Wednesday,DCX,0,8/28/13,9/15/13,10/12/13,,,,
GRGAAV,0,0,145,6,50,16.66666667,48.39,0,1,0,0,Tuesday,DCX,0,8/28/13,8/28/13,8/28/13,,,,
MVJH85,1,0,99,41,7.317073171,2.43902439,56.43,0.043478261,1,0,0,Friday,CHO,0,8/28/13,8/28/13,10/13/13,,,,
JJUNRK,1,4,139,32,40.625,3.125,69.39,1,1,0,0,Monday,RIC,0,8/28/13,9/1/13,9/3/13,,,,
HUU5V6,0,0,145,5,60,0,40.02,0,1,0,0,Monday,RIC,0,8/28/13,8/28/13,8/28/13,,,,
DBXSSV,1,0,145,34,91.17647059,0,40.02,0,1,0,0,Friday,RIC,0,8/28/13,8/28/13,8/28/13,,,,
XB9X9R,0,0,145,7,14.28571429,14.28571429,40.02,0,1,0,0,Monday,RIC,0,8/28/13,8/28/13,8/28/13,,,,
GF3R6Y,1,0,145,38,84.21052632,7.894736842,47.09,0,1,0,0,Friday,RIC,0,8/28/13,8/28/13,8/28/13,,,,
GR9HZE,1,53,78,42,9.523809524,2.380952381,95.03,0.214285714,1,0,0,Tuesday,CHO,0,8/28/13,10/20/13,11/3/13,,,,
F3UHJN,1,3,141,31,29.03225806,0,65.92,0,1,0,0,Tuesday,DCX,0,8/29/13,9/1/13,9/1/13,,,,
V3UWM8,0,0,144,7,0,0,40.02,0,1,0,0,Friday,RIC,0,8/29/13,8/29/13,8/29/13,,,,
M2YV4G,0,0,144,7,0,0,40.02,0,1,0,0,Friday,RIC,0,8/29/13,8/29/13,8/29/13,,,,
47YVR2,1,1,143,46,2.173913043,0,38.46,0,1,0,0,Tuesday,DCX,0,8/29/13,8/30/13,8/30/13,,,,
5D72N3,1,32,112,37,13.51351351,2.702702703,78.26,0,1,0,0,Tuesday,CHO,0,8/29/13,9/30/13,9/30/13,,,,
ZJRF9E,1,128,16,45,20,8.888888889,20.97,0,1,0,0,Wednesday,BWI,0,8/29/13,1/4/14,1/4/14,,,,
7D7LFP,0,32,105,30,56.66666667,30,44.73,0.285714286,1,0,0,Tuesday,DCX,0,8/29/13,9/30/13,10/7/13,,,,
SD2TRD,1,12,132,25,68,12,80.9,0,1,0,0,Wednesday,CHO,0,8/29/13,9/10/13,9/10/13,,,,
NUKAB7,0,0,144,6,0,0,40.02,0,1,0,0,Wednesday,CHO,0,8/29/13,8/29/13,8/29/13,,,,
R6EV2Q,0,12,132,2,100,100,44.21,0,1,0,0,Wednesday,DCX,0,8/29/13,9/10/13,9/10/13,,,,
6VG7FX,1,53,91,40,17.5,5,51.72,0,1,0,0,Wednesday,CHO,0,8/29/13,10/21/13,10/21/13,,,,
PW6EYT,0,1,143,3,0,0,42.57,0,1,0,0,Monday,DCX,0,8/29/13,8/30/13,8/30/13,,,,
GN568J,1,0,144,46,0,0,46.96,0,1,0,0,Monday,RIC,0,8/29/13,8/29/13,8/29/13,,,,
2RSQER,1,2,15,37,48.64864865,8.108108108,36.3,0.023809524,1,0,0,Thursday,BWI,0,8/30/13,9/1/13,1/5/14,,,,
LT2XGN,1,1,64,43,25.58139535,2.325581395,210.3,0.064102564,1,1,1,Monday,DCX,0,8/30/13,8/31/13,11/17/13,,,,
FGXGH4,1,2,141,33,45.45454545,15.15151515,92.17,0,1,0,0,Wednesday,CHO,0,8/30/13,9/1/13,9/1/13,,,,
KR5LWX,1,37,106,34,11.76470588,8.823529412,49.58,0,1,0,0,Tuesday,CHO,0,8/30/13,10/6/13,10/6/13,,,,
B4YBV9,1,114,7,54,31.48148148,22.22222222,15.16,0.095238095,1,0,0,Monday,DCX,0,8/31/13,12/23/13,1/13/14,,,,
ZJTN3J,1,50,91,42,11.9047619,9.523809524,109.62,0,1,0,0,Tuesday,DCX,0,9/1/13,10/21/13,10/21/13,,,,
SJDPTM,1,15,119,38,7.894736842,2.631578947,50.84,0.285714286,1,0,0,Tuesday,DCX,0,9/1/13,9/16/13,9/23/13,,,,
5ALT52,1,40,13,53,30.18867925,3.773584906,51.74,0.170454545,1,0,1,Friday,DCX,0,9/1/13,10/11/13,1/7/14,,,,
J8PH43,1,91,50,46,30.43478261,2.173913043,44.79,0,1,0,0,Tuesday,DCX,0,9/1/13,12/1/13,12/1/13,,,,
BKWASA,1,43,98,40,17.5,12.5,34.48,0,1,0,0,Wednesday,DCX,0,9/1/13,10/14/13,10/14/13,,,,
CFGXZW,1,1,139,36,5.555555556,2.777777778,49.22,0,1,0,0,Wednesday,RIC,0,9/2/13,9/3/13,9/3/13,,,,
GRQUBE,1,1,139,38,5.263157895,2.631578947,30.13,0,1,0,0,Monday,DCX,0,9/2/13,9/3/13,9/3/13,,,,
MTGYDF,1,32,108,37,10.81081081,2.702702703,44.6,0,1,0,0,Monday,DCX,0,9/2/13,10/4/13,10/4/13,,,,
TA8AFA,1,2,62,34,73.52941176,8.823529412,96.23,0.026315789,1,0,0,Monday,DCX,0,9/2/13,9/4/13,11/19/13,,,,
CR6769,1,115,4,58,12.06896552,6.896551724,112.57,0.142857143,1,0,0,Friday,RIC,0,9/2/13,12/26/13,1/16/14,,,,
4PT6YX,0,0,139,0,0,0,59.21,0,1,0,0,Thursday,BWI,0,9/3/13,9/3/13,9/3/13,,,,
UVNRMW,1,5,0,39,58.97435897,28.20512821,26.78,0.037313433,1,0,0,Tuesday,BWI,0,9/3/13,9/8/13,1/20/14,,,,
HX9P9Y,0,0,139,0,0,0,40.02,0,1,0,0,Thursday,RIC,0,9/3/13,9/3/13,9/3/13,,,,
6N5WYR,1,0,138,27,55.55555556,3.703703704,30.46,0,1,0,0,Thursday,DCX,0,9/4/13,9/4/13,9/4/13,,,,
76959C,1,7,131,38,2.631578947,2.631578947,19.71,0,1,0,0,Tuesday,DCX,0,9/4/13,9/11/13,9/11/13,,,,
GQ9YU4,1,82,56,44,15.90909091,4.545454545,25.68,0,1,0,0,Wednesday,RIC,0,9/4/13,11/25/13,11/25/13,,,,
CU8FV2,1,22,102,38,7.894736842,2.631578947,43.63,0.142857143,1,0,0,Friday,DCX,0,9/4/13,9/26/13,10/10/13,,,,
EBQTE9,1,1,98,37,5.405405405,5.405405405,46.8,0.076923077,1,0,0,Friday,DCX,0,9/4/13,9/5/13,10/14/13,,,,
AZ6Y6M,1,0,137,39,5.128205128,2.564102564,47.63,0,1,0,0,Thursday,DCX,0,9/5/13,9/5/13,9/5/13,,,,
RXX84E,1,31,7,45,15.55555556,6.666666667,54.12,0.050505051,1,0,0,Tuesday,DCX,0,9/5/13,10/6/13,1/13/14,,,,
GGP6CH,0,15,122,4,75,25,50.72,0,1,0,0,Monday,RIC,0,9/5/13,9/20/13,9/20/13,,,,
6C9YJW,1,12,125,38,2.631578947,2.631578947,46.29,0,1,0,0,Wednesday,DCX,0,9/5/13,9/17/13,9/17/13,,,,
F9XNAQ,1,52,85,30,50,6.666666667,25.4,0,1,0,0,Thursday,DCX,0,9/5/13,10/27/13,10/27/13,,,,
BHLZLG,0,35,102,32,21.875,9.375,31.41,0,1,0,0,Monday,DCX,0,9/5/13,10/10/13,10/10/13,,,,
VRU9W7,1,58,78,17,23.52941176,11.76470588,29.01,0,1,0,0,Tuesday,DCX,0,9/6/13,11/3/13,11/3/13,,,,
JL597D,1,1,135,37,0,0,60.67,0,1,0,0,Monday,RIC,0,9/6/13,9/7/13,9/7/13,,,,
XGK5D2,1,2,134,37,2.702702703,0,96.72,0,1,0,0,Monday,CHO,0,9/6/13,9/8/13,9/8/13,,,,
XZC3HN,1,34,102,24,8.333333333,4.166666667,90.45,0,1,0,0,Friday,DCX,0,9/6/13,10/10/13,10/10/13,,,,
TGG45M,1,51,85,42,0,0,67.09,0,1,0,0,Monday,CHO,0,9/6/13,10/27/13,10/27/13,,,,
XUDR8U,0,0,127,23,13.04347826,4.347826087,43.1,0.222222222,1,0,0,Monday,DCX,0,9/6/13,9/6/13,9/15/13,,,,
2U3Y76,1,30,106,37,2.702702703,2.702702703,55.78,0,1,0,0,Tuesday,RIC,0,9/6/13,10/6/13,10/6/13,,,,
7BHPK6,0,32,98,1,100,100,49.61,0.333333333,1,0,0,Wednesday,DCX,0,9/6/13,10/8/13,10/14/13,,,,
6ZDMAQ,1,0,136,35,17.14285714,11.42857143,51.59,0,1,0,0,Wednesday,RIC,0,9/6/13,9/6/13,9/6/13,,,,
GVQW6B,1,0,136,46,8.695652174,0,96.09,0,1,0,0,Monday,RIC,0,9/6/13,9/6/13,9/6/13,,,,
V3SQPS,1,53,53,55,0,0,35.39,0.066666667,1,1,0,Friday,RIC,0,9/6/13,10/29/13,11/28/13,,,,
XXXYC7,0,0,68,13,30.76923077,15.38461538,52.17,0.043478261,1,0,0,Monday,CHO,0,9/5/13,9/5/13,11/13/13,,,,
WKUMAF,1,1,85,34,2.941176471,0,68.64,0.040816327,1,0,0,Wednesday,CHO,0,9/7/13,9/8/13,10/27/13,,,,
TCF273,1,12,123,21,95.23809524,9.523809524,46.96,0,1,0,0,Friday,DCX,0,9/7/13,9/19/13,9/19/13,,,,
NVRM49,1,2,133,36,8.333333333,2.777777778,41.28,0,1,0,0,Tuesday,RIC,0,9/7/13,9/9/13,9/9/13,,,,
V7HPGW,0,11,124,15,13.33333333,6.666666667,34.42,0,1,0,0,Tuesday,RIC,0,9/7/13,9/18/13,9/18/13,,,,
6TJ7DZ,1,1,134,22,77.27272727,13.63636364,53.25,0,1,0,0,Thursday,RIC,0,9/7/13,9/8/13,9/8/13,,,,
WTNNCX,1,31,104,40,7.5,5,29.97,0,1,0,0,Tuesday,DCX,0,9/7/13,10/8/13,10/8/13,,,,
K5479F,1,19,47,45,15.55555556,6.666666667,62.03,0.057971014,1,1,0,Saturday,BWI,0,9/7/13,9/26/13,12/4/13,,,,
